Name,Longitude,Latitude,Elevation (m),Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C),vpdmin (hPa),vpdmax (hPa)
Marin,-122.75,38.05,120,2006,1136.49,7.7,13.8,20,0.8,13.06
Marin,-122.75,38.05,120,2007,589.15,7.3,13.8,20.3,0.8,13.6
Marin,-122.75,38.05,120,2008,709.99,7.2,13.8,20.4,0.98,15.03
Marin,-122.75,38.05,120,2009,783.7,7.2,13.6,19.9,0.79,13.51
Marin,-122.75,38.05,120,2010,1271.83,7.6,13.4,19.1,0.76,12
Marin,-122.75,38.05,120,2011,816.3,6.9,13.1,19.3,0.82,12.53
Marin,-122.75,38.05,120,2012,1123.93,7.1,13.5,20,0.76,13.62
Marin,-122.75,38.05,120,2013,225.74,6.7,13.6,20.6,0.87,15.13
Marin,-122.75,38.05,120,2014,1181.32,9,15.2,21.4,0.99,14.26
Marin,-122.75,38.05,120,2015,450.87,8.5,14.9,21.3,0.91,14.7
Marin,-122.75,38.05,120,2016,1141.4,8.5,14.5,20.4,0.75,12.83
Marin,-122.75,38.05,120,2017,1326.7,8.2,14.6,21,0.94,14.32
Marin,-122.75,38.05,120,2018,820.09,8,14.3,20.6,0.88,13.31
Marin,-122.75,38.05,120,2019,1489.64,8.4,14.4,20.4,1.02,13.74
Marin,-122.75,38.05,120,2020,303.1,7.6,14.7,21.8,0.76,15.39
Marin,-122.75,38.05,120,2021,889.23,7.5,14,20.5,0.55,13.53
Marin,-122.75,38.05,120,2022,486.91,7.8,14.3,20.8,0.78,13.82
Marin,-122.75,38.05,120,2023,1163.85,8,13.4,18.9,0.61,10.59
Marin,-122.75,38.05,120,2024,1230.22,8,13.7,19.3,0.44,10.9
,,,,,,,,,,
Mariposa,-119.91,37.57,1053,2000,1127.08,7.1,14.2,21.3,3.4,20.1
Mariposa,-119.91,37.57,1053,2001,1030.97,6.7,14.3,21.9,3.65,22.16
Mariposa,-119.91,37.57,1053,2002,806.05,6.6,14.1,21.5,3.85,21.77
Mariposa,-119.91,37.57,1053,2003,821.86,6.6,14.1,21.7,3.43,21.36
Mariposa,-119.91,37.57,1053,2004,889.41,6.9,14.4,21.9,3.85,22.13
Mariposa,-119.91,37.57,1053,2005,1338.56,6.8,14,21.2,2.57,19.17
Mariposa,-119.91,37.57,1053,2006,1124.06,6.4,13.7,21,3.03,20.14
Mariposa,-119.91,37.57,1053,2007,536.6,6.4,13.9,21.4,3.67,21.43
Mariposa,-119.91,37.57,1053,2008,837.03,6.3,13.8,21.3,4.23,22.25
Mariposa,-119.91,37.57,1053,2009,974.64,6.3,13.6,21,3.8,20.91
Mariposa,-119.91,37.57,1053,2010,1419.22,6.1,12.9,19.8,2.82,18.47
Mariposa,-119.91,37.57,1053,2011,904.11,5.7,12.8,19.9,2.78,18.2
Mariposa,-119.91,37.57,1053,2012,990.06,6.7,14,21.2,4.3,21.52
Mariposa,-119.91,37.57,1053,2013,257.68,6,13.9,21.8,4.32,22
Mariposa,-119.91,37.57,1053,2014,585.08,7.3,14.9,22.4,4.79,22.87
Mariposa,-119.91,37.57,1053,2015,579.78,7.2,14.5,21.9,4.47,21.68
Mariposa,-119.91,37.57,1053,2016,1026.46,6.5,14,21.5,4.19,21.31
Mariposa,-119.91,37.57,1053,2017,1540.32,7.3,14.3,21.3,4.22,20.71
Mariposa,-119.91,37.57,1053,2018,914.64,6.8,14.2,21.6,4.4,21.09
Mariposa,-119.91,37.57,1053,2019,1255.65,6.1,13.2,20.3,3.51,18.95
Mariposa,-119.91,37.57,1053,2020,445.56,8.6,15.3,22.1,5.33,22.37
Mariposa,-119.91,37.57,1053,2021,814.29,9.2,15.6,22.1,5.79,22.99
Mariposa,-119.91,37.57,1053,2022,679.47,9.3,15.6,21.8,5.9,22.4
Mariposa,-119.91,37.57,1053,2023,1353.17,8.9,14.1,19.4,4.49,17.4
Mariposa,-119.91,37.57,1053,2024,932.48,10.6,15.6,20.6,5.83,19.02
,,,,,,,,,,
Lassen,-120.63,40.72,2023,2000,354.36,-0.1,6.6,13.3,2.14,13.31
Lassen,-120.63,40.72,2023,2001,232.99,-0.1,6.8,13.7,2.48,14.41
Lassen,-120.63,40.72,2023,2002,300.39,-0.4,6.7,13.8,2.41,14.34
Lassen,-120.63,40.72,2023,2003,486.7,0.5,7.1,13.6,2.17,13.76
Lassen,-120.63,40.72,2023,2004,311.81,0,6.8,13.7,2.18,13.57
Lassen,-120.63,40.72,2023,2005,447.72,0,6.6,13.2,1.79,12.54
Lassen,-120.63,40.72,2023,2006,472.6,-0.3,6.5,13.3,2.1,13.51
Lassen,-120.63,40.72,2023,2007,264.98,-0.2,6.9,14,2.22,14.4
Lassen,-120.63,40.72,2023,2008,296.62,-0.3,6.7,13.6,2.47,14.4
Lassen,-120.63,40.72,2023,2009,389.22,0,6.8,13.5,2.47,13.78
Lassen,-120.63,40.72,2023,2010,515.26,0.2,6.3,12.4,2,12.22
Lassen,-120.63,40.72,2023,2011,397.44,-0.3,6.1,12.6,1.97,12.45
Lassen,-120.63,40.72,2023,2012,516.99,0.6,7.3,13.9,2.53,14.5
Lassen,-120.63,40.72,2023,2013,202.95,0,7,14.1,2.28,14.07
Lassen,-120.63,40.72,2023,2014,456.17,1.9,8.3,14.7,2.6,14.31
Lassen,-120.63,40.72,2023,2015,473.17,2.3,8.4,14.5,2.63,13.83
Lassen,-120.63,40.72,2023,2016,532.09,1.3,7.5,13.6,2.33,13.3
Lassen,-120.63,40.72,2023,2017,634.7,2.3,7.8,13.3,2.9,13.07
Lassen,-120.63,40.72,2023,2018,503.27,2,7.7,13.4,2.92,13.05
Lassen,-120.63,40.72,2023,2019,682.66,1.2,6.6,12.1,2.22,11.28
Lassen,-120.63,40.72,2023,2020,303.72,2.2,8.3,14.3,3.12,14.66
Lassen,-120.63,40.72,2023,2021,507.38,2.3,8.3,14.2,2.97,14.43
Lassen,-120.63,40.72,2023,2022,362.9,1.9,7.9,13.8,2.86,13.73
Lassen,-120.63,40.72,2023,2023,613.84,1.2,6.7,12.2,1.86,11.12
Lassen,-120.63,40.72,2023,2024,630.47,2.5,8,13.6,2.8,13.45
,,,,,,,,,,
Napa,-122.33,38.51,307,2000,856.07,8.5,15.2,21.8,1.64,17.39
Napa,-122.33,38.51,307,2001,997.25,8.7,15.6,22.5,2.23,20.65
Napa,-122.33,38.51,307,2002,873.32,8.2,15.3,22.4,2.31,19.53
Napa,-122.33,38.51,307,2003,864.94,8.7,15.5,22.3,1.91,18.54
Napa,-122.33,38.51,307,2004,903.91,8.6,15.6,22.5,1.91,19.29
Napa,-122.33,38.51,307,2005,1228.73,8.6,15.3,22,1.46,17.61
Napa,-122.33,38.51,307,2006,979.51,8.4,15.1,21.8,1.8,18.06
Napa,-122.33,38.51,307,2007,499.11,8.1,15.3,22.6,1.97,20.21
Napa,-122.33,38.51,307,2008,677.46,8,15.4,22.8,2.77,21.19
Napa,-122.33,38.51,307,2009,726.87,7.9,15,22.1,1.8,18.84
Napa,-122.33,38.51,307,2010,1251.38,7.9,14.3,20.7,1.43,16.04
Napa,-122.33,38.51,307,2011,809.46,7.6,14.4,21.1,1.8,17.53
Napa,-122.33,38.51,307,2012,1123.28,7.9,15.1,22.2,2.27,19.53
Napa,-122.33,38.51,307,2013,179.22,7.9,15.5,23,2.47,20.77
Napa,-122.33,38.51,307,2014,944.01,9.4,16.4,23.4,2.39,20.19
Napa,-122.33,38.51,307,2015,371.28,9.3,16.3,23.4,2.34,21.03
Napa,-122.33,38.51,307,2016,1055.16,8.9,15.6,22.3,1.95,18.67
Napa,-122.33,38.51,307,2017,1190.06,9.1,15.9,22.6,2.59,20.04
Napa,-122.33,38.51,307,2018,672.62,8.7,15.7,22.6,2.43,19.52
Napa,-122.33,38.51,307,2019,1227.36,8.8,15.4,21.9,2.17,18.81
Napa,-122.33,38.51,307,2020,279.3,9.5,16.6,23.6,3.28,22.08
Napa,-122.33,38.51,307,2021,717.98,9,15.8,22.7,2.59,20.93
Napa,-122.33,38.51,307,2022,453.7,8.8,15.9,23.1,2.93,21.71
Napa,-122.33,38.51,307,2023,1034.59,8.3,14.7,21.1,1.77,16.77
Napa,-122.33,38.51,307,2024,1154.41,8.7,15.4,22.2,1.81,18.73
,,,,,,,,,,
Shasta,-122.04,40.76,505,2000,1420.88,8.7,15.7,22.6,3.17,22.81
Shasta,-122.04,40.76,505,2001,1430.35,9.1,16.4,23.6,3.9,25.54
Shasta,-122.04,40.76,505,2002,1214.97,8.8,16.4,24.1,4.09,26.76
Shasta,-122.04,40.76,505,2003,1447.52,9.1,16.3,23.5,3.63,25.33
Shasta,-122.04,40.76,505,2004,1146.82,8.9,16.4,23.9,3.62,25.58
Shasta,-122.04,40.76,505,2005,1706,8.8,16,23.3,2.97,23.71
Shasta,-122.04,40.76,505,2006,1667.87,8.9,15.7,22.5,3.82,24.01
Shasta,-122.04,40.76,505,2007,867.74,8.6,15.9,23.2,3.63,24.51
Shasta,-122.04,40.76,505,2008,881,8.6,16,23.5,4.91,26.9
Shasta,-122.04,40.76,505,2009,1067.79,8.7,16,23.3,4.43,25.84
Shasta,-122.04,40.76,505,2010,1723.6,8.6,15,21.4,3.33,21.16
Shasta,-122.04,40.76,505,2011,1056.83,8.2,15.1,21.9,3.29,22.12
Shasta,-122.04,40.76,505,2012,1500.79,8.7,15.9,23.2,4,25.82
Shasta,-122.04,40.76,505,2013,406.56,8.7,16.5,24.3,4.36,26.72
Shasta,-122.04,40.76,505,2014,1446.66,10.2,17.2,24.3,4.58,26.67
Shasta,-122.04,40.76,505,2015,741.76,10.1,17.3,24.5,4.25,26.7
Shasta,-122.04,40.76,505,2016,1895.05,9.8,16.4,23,3.72,23.83
Shasta,-122.04,40.76,505,2017,1619.59,9.5,16.5,23.4,4.08,25.37
Shasta,-122.04,40.76,505,2018,1034.01,9.4,16.6,23.7,4.31,25.37
Shasta,-122.04,40.76,505,2019,1685.82,9.1,15.8,22.6,3.67,23.25
Shasta,-122.04,40.76,505,2020,736.68,9.5,16.9,24.3,4.5,26.93
Shasta,-122.04,40.76,505,2021,1162.57,9.2,16.7,24.1,4.3,27.88
Shasta,-122.04,40.76,505,2022,770.68,8.9,16.6,24.3,4.63,27.97
Shasta,-122.04,40.76,505,2023,1529.88,8.5,15.3,22.1,3.1,22.8
Shasta,-122.04,40.76,505,2024,1832.95,9.4,15.9,22.5,3.87,23.08
,,,,,,,,,,
Monterey,-121.32,36.24,309,2000,515.32,6.6,14.8,23,0.57,18.07
Monterey,-121.32,36.24,309,2001,568.19,6.8,15.1,23.3,1.08,19.63
Monterey,-121.32,36.24,309,2002,407.46,6.3,14.8,23.4,1.15,20.36
Monterey,-121.32,36.24,309,2003,372.79,6.9,15.3,23.7,1.44,21.56
Monterey,-121.32,36.24,309,2004,461.04,6.5,15,23.5,1.39,20.96
Monterey,-121.32,36.24,309,2005,519.48,6.9,15.2,23.5,1.32,20.6
Monterey,-121.32,36.24,309,2006,519.19,6.2,14.8,23.3,1.32,21.82
Monterey,-121.32,36.24,309,2007,193.56,5.8,14.6,23.4,1.35,22.07
Monterey,-121.32,36.24,309,2008,368.35,6.1,15,23.9,1.82,23.78
Monterey,-121.32,36.24,309,2009,360.74,6.6,15.1,23.6,1.69,22.6
Monterey,-121.32,36.24,309,2010,518.73,6.7,14.5,22.3,1.23,19.37
Monterey,-121.32,36.24,309,2011,362.1,6.1,14.3,22.6,1.26,20.02
Monterey,-121.32,36.24,309,2012,424.75,6.5,15,23.5,1.77,22.14
Monterey,-121.32,36.24,309,2013,78.29,6.4,15.2,24.1,2.02,23.36
Monterey,-121.32,36.24,309,2014,412.84,8.2,16.6,24.9,2.2,24.3
Monterey,-121.32,36.24,309,2015,233.8,7.7,16.2,24.7,1.82,23.49
Monterey,-121.32,36.24,309,2016,445.69,7.6,15.9,24.1,1.65,22.43
Monterey,-121.32,36.24,309,2017,570.92,7.9,16.2,24.4,2.09,23.33
Monterey,-121.32,36.24,309,2018,436.12,7.3,15.8,24.3,1.88,23.08
Monterey,-121.32,36.24,309,2019,745.59,7.5,15.4,23.3,1.54,21.31
Monterey,-121.32,36.24,309,2020,211.01,7.3,16,24.7,1.83,24.18
Monterey,-121.32,36.24,309,2021,501.99,7.2,15.7,24.3,1.55,23.13
Monterey,-121.32,36.24,309,2022,312.07,6.9,15.9,24.9,1.68,24.82
Monterey,-121.32,36.24,309,2023,709.61,7,14.7,22.4,1.08,19.16
Monterey,-121.32,36.24,309,2024,561.35,7.6,15.2,22.9,1.51,19.7
,,,,,,,,,,
Trinity,-123.11,40.65,1306,2000,1083.29,4.8,10.8,16.7,2.35,13.98
Trinity,-123.11,40.65,1306,2001,1243.36,5,11.2,17.5,2.95,15.41
Trinity,-123.11,40.65,1306,2002,1284.38,5.2,11.7,18.1,3.54,16.32
Trinity,-123.11,40.65,1306,2003,1204.17,5.2,11.3,17.4,2.9,15.69
Trinity,-123.11,40.65,1306,2004,1032.31,5.1,11.6,18,2.85,16.17
Trinity,-123.11,40.65,1306,2005,1714.96,4.9,11,17.1,2.6,14.69
Trinity,-123.11,40.65,1306,2006,1460.42,4.9,10.9,17,3.05,15.91
Trinity,-123.11,40.65,1306,2007,878.82,4.7,11.2,17.8,2.66,15.95
Trinity,-123.11,40.65,1306,2008,994.79,4.7,11.2,17.7,3.48,16.56
Trinity,-123.11,40.65,1306,2009,934.69,4.8,11.2,17.6,3.26,16.61
Trinity,-123.11,40.65,1306,2010,1647.46,4.2,10,15.7,2.34,13.16
Trinity,-123.11,40.65,1306,2011,1057.06,4.2,10.2,16.2,2.52,13.42
Trinity,-123.11,40.65,1306,2012,1489.26,4.8,11,17.2,3.11,15.56
Trinity,-123.11,40.65,1306,2013,397.42,5.2,11.7,18.2,3.3,16.59
Trinity,-123.11,40.65,1306,2014,1091.48,6.4,12.6,18.7,3.37,17.08
Trinity,-123.11,40.65,1306,2015,818.41,6.6,12.7,18.9,3.42,17.52
Trinity,-123.11,40.65,1306,2016,1462.32,5.5,11.4,17.3,2.76,15.63
Trinity,-123.11,40.65,1306,2017,1299.57,5.6,11.5,17.3,3.21,16.2
Trinity,-123.11,40.65,1306,2018,817.26,5.8,11.8,17.8,3.57,16.44
Trinity,-123.11,40.65,1306,2019,1365.11,5.1,10.8,16.5,2.76,14.55
Trinity,-123.11,40.65,1306,2020,532.76,6.2,12.2,18.3,3.68,17.41
Trinity,-123.11,40.65,1306,2021,951.8,5.3,11.4,17.4,3.36,16.68
Trinity,-123.11,40.65,1306,2022,658.94,5.3,11.2,17.2,3.3,16.81
Trinity,-123.11,40.65,1306,2023,1347.59,4.7,10.2,15.7,2.28,14.34
Trinity,-123.11,40.65,1306,2024,1684.98,5.5,11,16.4,3.04,15.52
,,,,,,,,,,
Mendocino,-123.44,39.43,289,2000,1033.08,5.8,13.2,20.5,0.18,14.55
Mendocino,-123.44,39.43,289,2001,1333.09,5.5,13.2,21,0.23,16.13
Mendocino,-123.44,39.43,289,2002,1232.13,5,13,21,0.34,15.96
Mendocino,-123.44,39.43,289,2003,1200.91,5.8,13.3,20.9,0.23,15.45
Mendocino,-123.44,39.43,289,2004,1047.56,5.7,13.5,21.3,0.22,15.55
Mendocino,-123.44,39.43,289,2005,1688.92,5.8,13.2,20.6,0.14,13.67
Mendocino,-123.44,39.43,289,2006,1380.1,5.5,13,20.5,0.4,16.57
Mendocino,-123.44,39.43,289,2007,798.18,4.9,12.5,20.1,0.26,14.96
Mendocino,-123.44,39.43,289,2008,877.84,5,12.9,20.7,0.65,17.7
Mendocino,-123.44,39.43,289,2009,818.23,5.2,13,20.7,0.43,17.02
Mendocino,-123.44,39.43,289,2010,1768.27,5.9,12.6,19.3,0.3,13.99
Mendocino,-123.44,39.43,289,2011,1016.15,5.3,12.5,19.8,0.41,14.84
Mendocino,-123.44,39.43,289,2012,1468.39,5.5,13.1,20.7,0.53,16.78
Mendocino,-123.44,39.43,289,2013,363,5.3,13.5,21.6,0.75,17.95
Mendocino,-123.44,39.43,289,2014,1275.79,7.3,14.9,22.5,0.76,18.7
Mendocino,-123.44,39.43,289,2015,802.55,7,14.7,22.5,0.76,18.95
Mendocino,-123.44,39.43,289,2016,1530.79,7,14.1,21.2,0.57,16.67
Mendocino,-123.44,39.43,289,2017,1394.28,6.7,14,21.3,0.66,17.46
Mendocino,-123.44,39.43,289,2018,974.1,6.1,13.7,21.3,0.68,17.33
Mendocino,-123.44,39.43,289,2019,1415.11,6.7,13.8,21,0.67,16.62
Mendocino,-123.44,39.43,289,2020,514.58,6.4,14.3,22.1,0.8,18.74
Mendocino,-123.44,39.43,289,2021,1065.89,6.2,13.9,21.7,0.8,18.64
Mendocino,-123.44,39.43,289,2022,802.36,5.8,13.5,21.3,0.63,17.6
Mendocino,-123.44,39.43,289,2023,1403.72,6.5,13.3,20.2,0.72,15.47
Mendocino,-123.44,39.43,289,2024,1732.46,6.9,13.8,20.6,0.94,16.3
,,,,,,,,,,
Inyo,-117.4,36.56,1511,2000,106.92,7.4,14.3,21.3,6.46,23.78
Inyo,-117.4,36.56,1511,2001,160.4,7.6,14.4,21.1,6.71,23.94
Inyo,-117.4,36.56,1511,2002,82.51,7.2,14.5,21.8,7.29,25.82
Inyo,-117.4,36.56,1511,2003,143.46,7.7,14.6,21.5,6.22,24.45
Inyo,-117.4,36.56,1511,2004,187.6,7,14,20.9,6.52,23.76
Inyo,-117.4,36.56,1511,2005,239.39,7.1,14.1,21.1,5.1,22.67
Inyo,-117.4,36.56,1511,2006,116.45,7.2,14.1,21,6.34,24.11
Inyo,-117.4,36.56,1511,2007,109.2,8.1,14.9,21.7,7.66,25.47
Inyo,-117.4,36.56,1511,2008,128.74,7.8,14.7,21.6,7.21,25.18
Inyo,-117.4,36.56,1511,2009,102.8,7.3,14.4,21.4,6.48,24.3
Inyo,-117.4,36.56,1511,2010,255.97,7,13.7,20.5,5.78,21.9
Inyo,-117.4,36.56,1511,2011,75.46,7,13.8,20.6,5.78,22.56
Inyo,-117.4,36.56,1511,2012,111.11,8.2,15,21.8,6.75,25.29
Inyo,-117.4,36.56,1511,2013,61.07,7.5,14.8,22,6.66,24.77
Inyo,-117.4,36.56,1511,2014,102.42,8.4,15.6,22.9,6.68,25.64
Inyo,-117.4,36.56,1511,2015,104.76,8.3,15.1,21.8,6.42,23.73
Inyo,-117.4,36.56,1511,2016,109.76,8.6,15.1,21.7,7.15,24.79
Inyo,-117.4,36.56,1511,2017,204.52,8.7,15.2,21.7,6.59,24.49
Inyo,-117.4,36.56,1511,2018,97.72,8.4,15.1,21.8,7.12,25.12
Inyo,-117.4,36.56,1511,2019,224.73,7,13.3,19.7,5.77,21.7
Inyo,-117.4,36.56,1511,2020,76.32,8.5,15.3,22.1,7.79,26.09
Inyo,-117.4,36.56,1511,2021,77.91,8.8,15.3,21.8,8.34,26.18
Inyo,-117.4,36.56,1511,2022,91.37,8.9,15.1,21.3,8.26,24.79
Inyo,-117.4,36.56,1511,2023,285.38,7.2,13.2,19.3,5.34,20.35
Inyo,-117.4,36.56,1511,2024,126.53,8.9,15.2,21.6,7.91,24.5
,,,,,,,,,,
Mono,-118.88,37.92,2411,2000,322.57,-2.4,6.1,14.6,2.02,15.21
Mono,-118.88,37.92,2411,2001,521.78,-2.9,5.9,14.8,2.29,15.87
Mono,-118.88,37.92,2411,2002,354.39,-3.6,5.6,14.7,2.35,16.27
Mono,-118.88,37.92,2411,2003,296.7,-2.4,6.2,14.8,1.99,15.4
Mono,-118.88,37.92,2411,2004,497.74,-2.6,5.9,14.3,2.13,15.09
Mono,-118.88,37.92,2411,2005,646.56,-2.2,5.9,14,1.85,14.26
Mono,-118.88,37.92,2411,2006,500.04,-2.9,5.6,14.2,2.12,15.3
Mono,-118.88,37.92,2411,2007,246.38,-2.1,6.6,15.4,2.13,16.31
Mono,-118.88,37.92,2411,2008,451.07,-2.6,6,14.7,2.27,15.76
Mono,-118.88,37.92,2411,2009,431.69,-2.2,6.1,14.4,2.47,15.18
Mono,-118.88,37.92,2411,2010,666.88,-2.3,5.5,13.4,2.32,14.13
Mono,-118.88,37.92,2411,2011,371.25,-2.3,5.7,13.7,2.39,14.51
Mono,-118.88,37.92,2411,2012,390.8,-1.1,7.2,15.5,2.72,16.87
Mono,-118.88,37.92,2411,2013,134.14,-1.7,6.6,14.9,2.55,15.89
Mono,-118.88,37.92,2411,2014,304.13,-0.2,7.8,15.8,2.67,16.3
Mono,-118.88,37.92,2411,2015,420.95,-0.4,7.4,15.1,2.51,15.3
Mono,-118.88,37.92,2411,2016,500.68,-0.4,7.4,15.2,3.03,15.96
Mono,-118.88,37.92,2411,2017,824.22,-0.5,7.1,14.8,2.52,15.03
Mono,-118.88,37.92,2411,2018,407.58,-0.9,7.1,15.1,2.7,15.71
Mono,-118.88,37.92,2411,2019,601.43,-2,5.7,13.4,2.15,13.91
Mono,-118.88,37.92,2411,2020,242.13,0.4,7.8,15.1,3.66,16.22
Mono,-118.88,37.92,2411,2021,581.67,1.5,7.6,13.8,3.59,14.37
Mono,-118.88,37.92,2411,2022,338.62,0.6,6.7,12.9,3.21,13.56
Mono,-118.88,37.92,2411,2023,770.7,-0.8,5.2,11.2,2.35,11.76
Mono,-118.88,37.92,2411,2024,458.39,0.5,6.9,13.4,2.93,14.22
,,,,,,,,,,
Tuolumne,-119.96,38.02,1777,2000,1428.99,5.2,10.7,16.2,3.72,14.33
Tuolumne,-119.96,38.02,1777,2001,1270.77,5.1,10.9,16.8,3.92,16.2
Tuolumne,-119.96,38.02,1777,2002,1104.5,4.8,10.7,16.5,4.03,15.71
Tuolumne,-119.96,38.02,1777,2003,1144.68,5.1,10.8,16.5,3.75,15.13
Tuolumne,-119.96,38.02,1777,2004,1074.61,5.2,10.9,16.6,4.18,15.67
Tuolumne,-119.96,38.02,1777,2005,1827.39,5.1,10.5,15.9,3.15,13.73
Tuolumne,-119.96,38.02,1777,2006,1348.34,5,10.4,15.8,3.71,14.89
Tuolumne,-119.96,38.02,1777,2007,734.83,5.2,10.9,16.7,4.18,16.27
Tuolumne,-119.96,38.02,1777,2008,1052.22,5.4,11,16.6,4.77,16.71
Tuolumne,-119.96,38.02,1777,2009,1286.68,5.3,10.8,16.3,4.34,15.48
Tuolumne,-119.96,38.02,1777,2010,1861.52,4.5,9.8,15.1,3.21,13.4
Tuolumne,-119.96,38.02,1777,2011,1196.77,4.5,9.8,15.2,3.21,13.3
Tuolumne,-119.96,38.02,1777,2012,1267.95,5.8,11.3,16.8,4.47,16.03
Tuolumne,-119.96,38.02,1777,2013,359.89,5.8,11.2,16.6,4.6,15.61
Tuolumne,-119.96,38.02,1777,2014,923.24,6.7,12.2,17.7,4.74,16.56
Tuolumne,-119.96,38.02,1777,2015,886.99,6.4,11.8,17.2,4.46,15.81
Tuolumne,-119.96,38.02,1777,2016,1456.16,6.1,11.5,16.9,4.65,15.88
Tuolumne,-119.96,38.02,1777,2017,1897.65,6.3,11.6,16.9,4.45,15.69
Tuolumne,-119.96,38.02,1777,2018,1073.49,6.2,11.7,17.2,4.76,16.08
Tuolumne,-119.96,38.02,1777,2019,1589.55,5.1,10.3,15.5,3.62,13.77
Tuolumne,-119.96,38.02,1777,2020,573.99,6.9,12.3,17.8,5.21,17.05
Tuolumne,-119.96,38.02,1777,2021,1012.98,7.3,12.6,17.9,5.16,17.65
Tuolumne,-119.96,38.02,1777,2022,791.61,6.8,11.9,17,5.01,16.04
Tuolumne,-119.96,38.02,1777,2023,1615.39,5.9,10.1,14.3,3.51,11.85
Tuolumne,-119.96,38.02,1777,2024,1196.93,7.7,11.8,15.8,5.09,14.14
,,,,,,,,,,
Solano,-121.94,38.27,12,2000,590.34,9,15.6,22.2,1.26,17.37
Solano,-121.94,38.27,12,2001,599.24,9.2,16,22.8,1.81,19.41
Solano,-121.94,38.27,12,2002,523.38,8.5,15.5,22.5,1.35,18.37
Solano,-121.94,38.27,12,2003,436.18,9,15.8,22.5,1.25,18.31
Solano,-121.94,38.27,12,2004,554.09,9.2,15.8,22.5,1.42,17.88
Solano,-121.94,38.27,12,2005,759.55,9,15.5,22,1.22,16.99
Solano,-121.94,38.27,12,2006,614.51,8.8,15.4,22.1,1.45,17.92
Solano,-121.94,38.27,12,2007,293.97,8.3,15.4,22.6,1.51,18.75
Solano,-121.94,38.27,12,2008,409.75,8.5,15.5,22.6,1.79,19.79
Solano,-121.94,38.27,12,2009,510.69,8.4,15.4,22.4,1.3,18.63
Solano,-121.94,38.27,12,2010,665.22,8.5,14.9,21.3,1.12,16.06
Solano,-121.94,38.27,12,2011,416.5,7.7,14.6,21.4,1.08,16.74
Solano,-121.94,38.27,12,2012,585.04,8.3,15.6,22.8,1.2,19.44
Solano,-121.94,38.27,12,2013,136.14,8,15.7,23.4,1.44,20.54
Solano,-121.94,38.27,12,2014,592.94,10,17,24,1.16,20.11
Solano,-121.94,38.27,12,2015,210.24,9.5,16.6,23.7,1.71,20.4
Solano,-121.94,38.27,12,2016,589.31,9.4,16.2,23.1,1.33,18.96
Solano,-121.94,38.27,12,2017,735.27,9.3,16.3,23.2,1.66,20.04
Solano,-121.94,38.27,12,2018,443.95,8.7,16,23.3,1.52,19.7
Solano,-121.94,38.27,12,2019,708.32,9.1,16.3,23.5,1.61,20.64
Solano,-121.94,38.27,12,2020,166.49,9.2,17.1,25,2,24.42
Solano,-121.94,38.27,12,2021,540.01,9.1,16.6,24,1.67,22.74
Solano,-121.94,38.27,12,2022,270.85,8.7,16.5,24.3,1.77,23.5
Solano,-121.94,38.27,12,2023,666.48,9.1,15.8,22.4,1.48,18.48
