Name,Longitude,Latitude,Elevation (m),Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C),vpdmin (hPa),vpdmax (hPa)
Solano,-121.94,38.27,12,2024,523.62,10,16.6,23.3,2.07,20.32
,,,,,,,,,,
San Bernardi,-116.18,34.86,591,2000,44.88,12.4,20.6,28.8,8.73,37.79
San Bernardi,-116.18,34.86,591,2001,128.23,12.7,20.6,28.6,9.23,38.34
San Bernardi,-116.18,34.86,591,2002,21.44,12,20.4,28.7,9.53,38.57
San Bernardi,-116.18,34.86,591,2003,138.97,12.9,20.8,28.6,8.66,37.02
San Bernardi,-116.18,34.86,591,2004,173.24,12.2,20.1,28,8.28,35.84
San Bernardi,-116.18,34.86,591,2005,232.31,12.5,20.2,27.8,7.35,34.71
San Bernardi,-116.18,34.86,591,2006,34.08,12.4,20.5,28.6,8.77,37.99
San Bernardi,-116.18,34.86,591,2007,52.41,12.8,20.7,28.5,9.71,38.4
San Bernardi,-116.18,34.86,591,2008,109.93,12.9,20.5,28.1,9.39,37.36
San Bernardi,-116.18,34.86,591,2009,59.72,12.7,20.4,28.1,9.48,37.57
San Bernardi,-116.18,34.86,591,2010,203.31,12.6,19.9,27.3,8.3,34.9
San Bernardi,-116.18,34.86,591,2011,53.39,12.2,19.8,27.3,8.64,35.62
San Bernardi,-116.18,34.86,591,2012,99.26,13.8,21.2,28.6,10.07,36.99
San Bernardi,-116.18,34.86,591,2013,66.38,13.5,20.7,27.9,10.33,36.49
San Bernardi,-116.18,34.86,591,2014,60.24,14.7,21.8,29,10.87,37.91
San Bernardi,-116.18,34.86,591,2015,86.41,14.3,21.3,28.3,10,36.67
San Bernardi,-116.18,34.86,591,2016,99.12,14.2,21.3,28.4,10.5,37.42
San Bernardi,-116.18,34.86,591,2017,99.14,14.3,21.6,29,10.34,38.83
San Bernardi,-116.18,34.86,591,2018,102.9,14.4,21.6,28.8,10.57,38.52
San Bernardi,-116.18,34.86,591,2019,159.25,12.8,19.9,27,9.15,35.27
San Bernardi,-116.18,34.86,591,2020,99.29,13.4,21.1,28.8,10.47,39.8
San Bernardi,-116.18,34.86,591,2021,62.45,13.7,21,28.4,11.46,38.6
San Bernardi,-116.18,34.86,591,2022,56.92,13.4,20.6,27.9,10.36,36.86
San Bernardi,-116.18,34.86,591,2023,166.72,12.7,19.7,26.7,9.38,34.38
San Bernardi,-116.18,34.86,591,2024,90.52,14,21.2,28.5,11.06,39.31
,,,,,,,,,,
Contra Costa,-121.95,37.92,306,2000,578.9,9.5,14.8,20.2,2.27,15.23
Contra Costa,-121.95,37.92,306,2001,581.89,9.5,15.2,21,2.86,17.81
Contra Costa,-121.95,37.92,306,2002,491.42,8.6,14.7,20.8,2.42,16.76
Contra Costa,-121.95,37.92,306,2003,396.09,8.9,14.7,20.5,2.37,16.13
Contra Costa,-121.95,37.92,306,2004,443.83,8.9,14.7,20.5,2.2,15.75
Contra Costa,-121.95,37.92,306,2005,650.77,8.9,14.6,20.3,2.13,15.32
Contra Costa,-121.95,37.92,306,2006,590.53,8.6,14.5,20.4,2.51,16.43
Contra Costa,-121.95,37.92,306,2007,318.29,7.9,14.2,20.6,2.48,16.95
Contra Costa,-121.95,37.92,306,2008,397.84,8.1,14.5,20.8,2.91,18.42
Contra Costa,-121.95,37.92,306,2009,502.33,8.4,14.2,20,2.61,16.22
Contra Costa,-121.95,37.92,306,2010,630.35,8.3,13.7,19,2.07,13.73
Contra Costa,-121.95,37.92,306,2011,461.59,8,13.5,19,2.5,14.55
Contra Costa,-121.95,37.92,306,2012,616.9,8.4,14.3,20.3,2.37,16.48
Contra Costa,-121.95,37.92,306,2013,133.31,8.4,14.7,20.9,2.79,17.52
Contra Costa,-121.95,37.92,306,2014,541.17,10.2,15.9,21.5,2.75,17.62
Contra Costa,-121.95,37.92,306,2015,264.42,10.1,15.6,21.1,2.71,17.18
Contra Costa,-121.95,37.92,306,2016,640.32,9.6,15.1,20.6,2.53,16.03
Contra Costa,-121.95,37.92,306,2017,808.82,9.5,15.2,20.8,2.87,16.97
Contra Costa,-121.95,37.92,306,2018,464.61,9.2,14.9,20.7,2.74,16.9
Contra Costa,-121.95,37.92,306,2019,646.51,9.5,14.8,20.2,2.64,15.91
Contra Costa,-121.95,37.92,306,2020,192.48,9.8,15.8,21.8,3.37,19.4
Contra Costa,-121.95,37.92,306,2021,510.01,9,15.2,21.3,2.94,18.44
Contra Costa,-121.95,37.92,306,2022,328.09,8.9,15.1,21.4,2.95,18.66
Contra Costa,-121.95,37.92,306,2023,739.65,9.4,14.6,19.7,2.68,14.96
Contra Costa,-121.95,37.92,306,2024,570.33,10.8,16,21.2,3.82,17.79
,,,,,,,,,,
Alpine,-119.8,38.62,2358,2000,991.16,-0.7,5.9,12.4,2.81,12.44
Alpine,-119.8,38.62,2358,2001,1004.31,-0.4,6.4,13.2,3.35,13.99
Alpine,-119.8,38.62,2358,2002,889.84,-0.6,6.2,13.1,3.4,13.64
Alpine,-119.8,38.62,2358,2003,953.95,-0.1,6.5,13.2,2.68,13.33
Alpine,-119.8,38.62,2358,2004,850.43,-0.5,6.1,12.8,2.94,13.3
Alpine,-119.8,38.62,2358,2005,1349.83,-0.3,6.1,12.5,2.65,12.49
Alpine,-119.8,38.62,2358,2006,1123.31,-0.5,6.1,12.6,2.82,13.34
Alpine,-119.8,38.62,2358,2007,611.48,0,6.6,13.3,2.92,13.81
Alpine,-119.8,38.62,2358,2008,913.72,-0.2,6.3,12.9,3.09,13.82
Alpine,-119.8,38.62,2358,2009,981.47,-0.1,6.2,12.6,3.2,13
Alpine,-119.8,38.62,2358,2010,1478.84,-0.6,5.4,11.5,2.41,11.48
Alpine,-119.8,38.62,2358,2011,970.21,-1,5.3,11.7,2.68,11.93
Alpine,-119.8,38.62,2358,2012,1085.35,0.5,6.8,13.2,3.23,13.67
Alpine,-119.8,38.62,2358,2013,431.25,-0.2,6.5,13.2,3.02,13.43
Alpine,-119.8,38.62,2358,2014,865.31,1.2,7.5,13.8,3.27,13.46
Alpine,-119.8,38.62,2358,2015,865.42,0.9,7.2,13.4,3.28,13.07
Alpine,-119.8,38.62,2358,2016,1135.87,0.7,6.9,13.2,3.5,13.23
Alpine,-119.8,38.62,2358,2017,1801.48,0.4,6.6,12.8,3.13,12.62
Alpine,-119.8,38.62,2358,2018,898.92,0.7,7,13.3,3.74,13.51
Alpine,-119.8,38.62,2358,2019,1321.26,-0.6,5.6,11.7,2.78,11.5
Alpine,-119.8,38.62,2358,2020,584.62,0.4,7,13.7,3.54,14.2
Alpine,-119.8,38.62,2358,2021,1072.1,0.9,7.1,13.4,2.7,13.27
Alpine,-119.8,38.62,2358,2022,766.31,0.2,6.7,13.2,2.64,13.23
Alpine,-119.8,38.62,2358,2023,1411.27,-1.2,5.1,11.4,1.69,10.98
Alpine,-119.8,38.62,2358,2024,993,0.1,6.5,12.8,2.48,12.8
,,,,,,,,,,
El Dorado,-120.53,38.79,1213,2000,1442.93,7.1,13.3,19.4,3.75,17.61
El Dorado,-120.53,38.79,1213,2001,1113.93,7.5,14,20.5,4.73,20.64
El Dorado,-120.53,38.79,1213,2002,1090.27,7.4,14,20.7,4.49,20.43
El Dorado,-120.53,38.79,1213,2003,1143.49,7.5,13.9,20.3,4.02,19.25
El Dorado,-120.53,38.79,1213,2004,968.85,7.1,13.8,20.4,4.22,20.09
El Dorado,-120.53,38.79,1213,2005,1767.83,7,13.3,19.7,3.33,18.03
El Dorado,-120.53,38.79,1213,2006,1540.12,7,13.3,19.6,4.11,19.49
El Dorado,-120.53,38.79,1213,2007,831.12,7.5,13.8,20.2,4.6,20.66
El Dorado,-120.53,38.79,1213,2008,904.78,7.5,13.8,20.2,5.34,21.49
El Dorado,-120.53,38.79,1213,2009,1117.44,7.4,13.7,20,4.52,20.25
El Dorado,-120.53,38.79,1213,2010,1758.67,6.8,12.7,18.5,3.5,17.07
El Dorado,-120.53,38.79,1213,2011,1205.49,6.5,12.5,18.5,3.53,17.17
El Dorado,-120.53,38.79,1213,2012,1515.5,7.4,13.6,19.8,4.61,19.49
El Dorado,-120.53,38.79,1213,2013,472.65,7.6,13.8,20,4.9,19.36
El Dorado,-120.53,38.79,1213,2014,1158.02,8.8,14.8,20.7,5.04,19.86
El Dorado,-120.53,38.79,1213,2015,875.87,8.6,14.5,20.4,4.93,19.24
El Dorado,-120.53,38.79,1213,2016,1699.17,8,13.9,19.7,4.7,18.86
El Dorado,-120.53,38.79,1213,2017,2208.84,8.3,14,19.7,5.02,18.9
El Dorado,-120.53,38.79,1213,2018,1094.17,8.3,14.3,20.3,4.97,19.62
El Dorado,-120.53,38.79,1213,2019,1790.8,7.7,13.3,18.8,3.92,16.74
El Dorado,-120.53,38.79,1213,2020,803.26,8.9,14.9,20.8,5.49,20.71
El Dorado,-120.53,38.79,1213,2021,1350.66,9.1,14.7,20.3,5.17,20.51
El Dorado,-120.53,38.79,1213,2022,1113.77,8.7,14.4,20.1,5.69,19.96
El Dorado,-120.53,38.79,1213,2023,1572.32,7.7,12.7,17.7,3.85,15.14
El Dorado,-120.53,38.79,1213,2024,1217.73,8.6,13.7,18.8,4.98,16.64
,,,,,,,,,,
Yolo,-121.9,38.68,39,2000,536.87,9.2,16.4,23.6,1.43,20.23
Yolo,-121.9,38.68,39,2001,637,9.6,17.1,24.5,1.87,23
Yolo,-121.9,38.68,39,2002,474.96,8.8,16.5,24.3,1.57,21.92
Yolo,-121.9,38.68,39,2003,478.43,9.5,16.8,24.2,1.42,21.43
Yolo,-121.9,38.68,39,2004,502.33,9.6,16.9,24.2,1.49,21.42
Yolo,-121.9,38.68,39,2005,652.32,9.7,16.9,24.1,1.82,22.27
Yolo,-121.9,38.68,39,2006,494.59,9.7,16.9,24.1,2.18,23.24
Yolo,-121.9,38.68,39,2007,287.94,9.4,17.1,24.8,2.39,24.59
Yolo,-121.9,38.68,39,2008,428.22,9.4,17,24.6,2.95,24.96
Yolo,-121.9,38.68,39,2009,438.39,9.6,17.2,24.7,2.5,24.84
Yolo,-121.9,38.68,39,2010,659.19,9.7,16.5,23.3,1.96,21.15
Yolo,-121.9,38.68,39,2011,452.21,8.8,16,23.2,1.82,21.26
Yolo,-121.9,38.68,39,2012,590.98,9.5,17,24.6,2.38,24.55
Yolo,-121.9,38.68,39,2013,129.65,8.9,17,25.1,2.63,25.38
Yolo,-121.9,38.68,39,2014,503.72,10.8,18.4,26,2.74,26.57
Yolo,-121.9,38.68,39,2015,202.52,10.3,18,25.7,2.8,26.09
Yolo,-121.9,38.68,39,2016,529.4,10.3,17.6,24.9,2.49,24.26
Yolo,-121.9,38.68,39,2017,756.05,10.2,17.5,24.7,2.59,23.84
Yolo,-121.9,38.68,39,2018,439.83,9.2,17,24.8,2.04,23.84
Yolo,-121.9,38.68,39,2019,771.76,9.8,17,24.2,1.96,22.7
Yolo,-121.9,38.68,39,2020,155.17,9.8,17.7,25.6,2.58,26.31
Yolo,-121.9,38.68,39,2021,484.55,9.6,17.4,25.3,2.47,26.16
Yolo,-121.9,38.68,39,2022,286.95,9.6,17.6,25.7,2.67,27.46
Yolo,-121.9,38.68,39,2023,692.74,9.5,16.6,23.7,1.91,21.85
Yolo,-121.9,38.68,39,2024,607.27,10.5,17.7,24.8,2.72,24.32
,,,,,,,,,,
Yuba,-121.34,39.27,161,2000,865.7,10.3,16.4,22.6,2.68,19.13
Yuba,-121.34,39.27,161,2001,767.11,10.6,17,23.4,3.22,21.27
Yuba,-121.34,39.27,161,2002,651.35,9.8,16.5,23.3,2.92,20.57
Yuba,-121.34,39.27,161,2003,697.48,10.6,16.9,23.1,2.7,19.74
Yuba,-121.34,39.27,161,2004,620.29,10.6,16.9,23.2,2.96,20.17
Yuba,-121.34,39.27,161,2005,854.57,10.6,16.7,22.8,2.45,19.15
Yuba,-121.34,39.27,161,2006,787.41,10.4,16.6,22.9,3.03,20.44
Yuba,-121.34,39.27,161,2007,526.96,9.7,16.5,23.3,2.94,21.31
Yuba,-121.34,39.27,161,2008,511.29,10,16.7,23.4,3.8,22.4
Yuba,-121.34,39.27,161,2009,560.89,9.7,16.4,23.1,2.95,21.13
Yuba,-121.34,39.27,161,2010,1020.69,10.1,16.1,22.1,2.41,18.47
Yuba,-121.34,39.27,161,2011,666.24,9.3,15.7,22,2.27,18.51
Yuba,-121.34,39.27,161,2012,1022.63,10.2,16.7,23.2,3.17,21.2
Yuba,-121.34,39.27,161,2013,219.7,9.6,16.7,23.9,3.07,22.55
Yuba,-121.34,39.27,161,2014,798.51,11.5,18.1,24.7,3.4,22.9
Yuba,-121.34,39.27,161,2015,389.93,11,17.7,24.4,3.38,22.34
Yuba,-121.34,39.27,161,2016,941.3,11,17.3,23.6,2.96,20.7
Yuba,-121.34,39.27,161,2017,1051.29,11.4,17.6,23.7,3.23,21.24
Yuba,-121.34,39.27,161,2018,737.53,10.3,17.1,23.8,3.14,21.75
Yuba,-121.34,39.27,161,2019,1013.01,10.5,16.8,23.1,3.03,20.93
Yuba,-121.34,39.27,161,2020,337.98,10.8,17.6,24.4,3.94,23.84
Yuba,-121.34,39.27,161,2021,758.36,10.7,17.4,24.1,4.03,24.5
Yuba,-121.34,39.27,161,2022,516.71,10.8,17.7,24.6,4.52,25.58
Yuba,-121.34,39.27,161,2023,813.38,10.6,16.8,22.9,3.49,20.98
Yuba,-121.34,39.27,161,2024,943.56,11.6,17.7,23.8,4.16,23.15
,,,,,,,,,,
San Benito,-121.09,36.61,924,2000,512.82,8.7,14.9,21,3.78,18.74
San Benito,-121.09,36.61,924,2001,597.43,8.9,15.2,21.6,4.76,21.04
San Benito,-121.09,36.61,924,2002,393.06,8.9,15.3,21.6,4.83,21.04
San Benito,-121.09,36.61,924,2003,366.93,9.4,15.6,21.9,4.75,21.18
San Benito,-121.09,36.61,924,2004,461.03,8.9,15.3,21.6,4.48,20.46
San Benito,-121.09,36.61,924,2005,483.69,9.1,15.3,21.4,4.07,19.65
San Benito,-121.09,36.61,924,2006,564.07,8.8,14.8,20.9,4.75,19.81
San Benito,-121.09,36.61,924,2007,231.19,8.6,14.9,21.2,4.76,20.8
San Benito,-121.09,36.61,924,2008,411.88,9,15.2,21.5,5.77,22.15
San Benito,-121.09,36.61,924,2009,363.58,9.2,15.2,21.2,5.28,21.37
San Benito,-121.09,36.61,924,2010,618.77,8.5,14.2,19.9,4.02,18.24
San Benito,-121.09,36.61,924,2011,372.42,8.5,14.4,20.3,4.48,19.15
San Benito,-121.09,36.61,924,2012,421.59,9.5,15.6,21.8,5.54,22.25
San Benito,-121.09,36.61,924,2013,81.03,9.6,16,22.3,5.83,22.91
San Benito,-121.09,36.61,924,2014,342.75,11,16.9,22.9,6.15,23.59
San Benito,-121.09,36.61,924,2015,264.67,10.4,16.3,22.2,5.4,21.68
San Benito,-121.09,36.61,924,2016,439.16,10,15.9,21.7,5.29,21.46
San Benito,-121.09,36.61,924,2017,466.5,10.3,16.1,21.9,5.68,21.77
San Benito,-121.09,36.61,924,2018,371.5,10.1,16,22,5.83,21.94
San Benito,-121.09,36.61,924,2019,547.23,9.7,15.1,20.4,4.85,19.29
San Benito,-121.09,36.61,924,2020,200.86,11,16.6,22.1,6.5,22.18
San Benito,-121.09,36.61,924,2021,451.79,10.5,16.1,21.8,6.04,21.37
San Benito,-121.09,36.61,924,2022,269.98,10.5,16.2,21.8,6.7,21.8
San Benito,-121.09,36.61,924,2023,635.85,9.3,14.2,19.1,4.6,16.67
San Benito,-121.09,36.61,924,2024,491.86,10.8,15.2,19.6,6.19,17.77
,,,,,,,,,,
Humboldt,-123.93,40.71,698,2000,1522.79,6.6,11.8,17,1.12,8.51
Humboldt,-123.93,40.71,698,2001,1531.11,6.8,11.9,17,1.47,10
Humboldt,-123.93,40.71,698,2002,1698.4,6.8,12.2,17.7,2.03,10.35
Humboldt,-123.93,40.71,698,2003,1885.19,7.3,12.3,17.3,1.87,10.32
Humboldt,-123.93,40.71,698,2004,1479.37,7.3,12.5,17.8,1.46,10.14
Humboldt,-123.93,40.71,698,2005,2067.42,7.2,12.3,17.3,1.71,10.01
Humboldt,-123.93,40.71,698,2006,2066.09,7.3,12.1,16.8,2.25,10.35
Humboldt,-123.93,40.71,698,2007,1416.48,6.5,11.7,17,1.17,9.38
Humboldt,-123.93,40.71,698,2008,1327.18,6.6,11.9,17.3,2.11,10.5
Humboldt,-123.93,40.71,698,2009,1330.99,6.8,12,17.2,2.01,10.02
Humboldt,-123.93,40.71,698,2010,2422.66,6.7,11.1,15.6,1.32,7.83
Humboldt,-123.93,40.71,698,2011,1665.66,6.3,11.1,16,1.52,8.25
Humboldt,-123.93,40.71,698,2012,2545.14,6.7,11.6,16.6,1.81,9.42
Humboldt,-123.93,40.71,698,2013,769.31,7.2,12.4,17.6,2.15,10.29
Humboldt,-123.93,40.71,698,2014,1599.74,8.8,13.6,18.5,2.42,10.48
Humboldt,-123.93,40.71,698,2015,1256.16,8.7,13.7,18.6,2.43,11
Humboldt,-123.93,40.71,698,2016,1896.49,7.9,12.6,17.3,1.92,9.36
Humboldt,-123.93,40.71,698,2017,1863.37,8,12.5,17,2.52,10.15
Humboldt,-123.93,40.71,698,2018,1331.04,7.8,12.6,17.3,2.53,10.3
Humboldt,-123.93,40.71,698,2019,1670.45,7.6,12,16.4,1.91,9.34
Humboldt,-123.93,40.71,698,2020,1210.15,8.8,13.3,17.8,2.82,12.3
Humboldt,-123.93,40.71,698,2021,1267.33,8.2,12.5,16.8,2.52,11.91
Humboldt,-123.93,40.71,698,2022,1202.56,8.3,12.5,16.8,2.58,11.37
Humboldt,-123.93,40.71,698,2023,1674.91,7.9,11.9,15.9,2.28,10.41
Humboldt,-123.93,40.71,698,2024,2225.27,8.3,12.2,16.2,2.42,10.67
,,,,,,,,,,
Riverside,-116,33.73,881,2000,87.08,10.7,18.2,25.7,6.53,28.99
Riverside,-116,33.73,881,2001,120.32,10.6,18.1,25.5,6.33,29.48
Riverside,-116,33.73,881,2002,24.18,10.1,17.9,25.8,6.95,30.11
Riverside,-116,33.73,881,2003,169.25,11.4,18.5,25.7,6.09,28.05
Riverside,-116,33.73,881,2004,208.13,10.7,17.9,25.1,6.06,28.04
Riverside,-116,33.73,881,2005,303.77,10.5,17.8,25,4.96,27.15
Riverside,-116,33.73,881,2006,63.48,10.8,18.2,25.5,6.41,28.96
Riverside,-116,33.73,881,2007,64.09,10.9,18.3,25.7,7.07,30.01
Riverside,-116,33.73,881,2008,165,10.7,18.1,25.5,6.42,29.63
Riverside,-116,33.73,881,2009,73.77,10.7,18,25.4,6.95,29.89
Riverside,-116,33.73,881,2010,290.67,10.3,17.5,24.6,5.76,27.27
Riverside,-116,33.73,881,2011,108.95,9.9,17.2,24.6,5.7,27.83
Riverside,-116,33.73,881,2012,104.55,11.4,18.8,26.2,6.6,30.42
Riverside,-116,33.73,881,2013,83.41,11,18.2,25.4,7.09,30.06
Riverside,-116,33.73,881,2014,83.83,12.4,19.5,26.5,7.41,30.99
Riverside,-116,33.73,881,2015,108.63,11.9,18.8,25.8,6.75,29.56
Riverside,-116,33.73,881,2016,161.7,11.8,18.9,26.1,7.25,30.41
Riverside,-116,33.73,881,2017,188.21,11.9,19.2,26.4,6.84,30.65
Riverside,-116,33.73,881,2018,118.2,11.9,18.9,26,7.08,30.04
Riverside,-116,33.73,881,2019,269.54,10.5,17.4,24.3,5.9,27.53
Riverside,-116,33.73,881,2020,117.32,12,19.2,26.4,8.16,32.51
Riverside,-116,33.73,881,2021,86.01,12.9,19.5,26.2,9.24,31.34
Riverside,-116,33.73,881,2022,99.14,12.8,19.3,25.7,8.61,30.01
Riverside,-116,33.73,881,2023,180.09,11.8,18.3,24.8,7.84,28.92
Riverside,-116,33.73,881,2024,75.15,13,19.7,26.4,9.15,31.85
,,,,,,,,,,
Kern,-118.73,35.35,306,2000,181.53,10.5,17.8,25.2,3.18,24.29
Kern,-118.73,35.35,306,2001,259.86,11.1,18.4,25.7,3.75,25.96
Kern,-118.73,35.35,306,2002,135.17,10.4,17.9,25.4,4.21,26.33
Kern,-118.73,35.35,306,2003,236.53,11,18.2,25.5,4.01,25.79
Kern,-118.73,35.35,306,2004,224.64,10.7,17.8,24.9,4.26,25.36
Kern,-118.73,35.35,306,2005,313.21,10.9,17.8,24.7,3.56,24.14
Kern,-118.73,35.35,306,2006,213.19,10.4,17.7,25,4.04,25.48
Kern,-118.73,35.35,306,2007,118.91,10.3,17.6,25,4.41,25.81
Kern,-118.73,35.35,306,2008,188.36,10.6,17.8,25.1,4.82,26.81
Kern,-118.73,35.35,306,2009,148.34,10.5,17.7,24.9,4.75,25.95
Kern,-118.73,35.35,306,2010,462.2,10.3,17.2,24.2,3.4,23.4
Kern,-118.73,35.35,306,2011,210.91,9.7,17,24.2,3.32,24.02
Kern,-118.73,35.35,306,2012,178.37,10.7,18.4,26.1,4.66,28.36
Kern,-118.73,35.35,306,2013,92.93,10.3,18,25.8,4.72,27.5
Kern,-118.73,35.35,306,2014,190.32,12,19.7,27.3,5.7,29.33
Kern,-118.73,35.35,306,2015,194.72,11.6,19,26.4,4.74,27.94
Kern,-118.73,35.35,306,2016,285.71,11.3,19.1,26.9,4.52,28.58
Kern,-118.73,35.35,306,2017,297.59,11.6,18.8,26.1,5.03,27.49
Kern,-118.73,35.35,306,2018,200.65,11.4,18.6,25.8,5.27,27.09
Kern,-118.73,35.35,306,2019,366.67,10.8,18,25.2,4.38,25.76
Kern,-118.73,35.35,306,2020,169.44,11.6,18.6,25.7,5.66,26.99
Kern,-118.73,35.35,306,2021,171.86,12.6,19.4,26.2,7.08,29.29
Kern,-118.73,35.35,306,2022,125.98,13.8,20,26.2,8.81,28.9
Kern,-118.73,35.35,306,2023,379.34,12.8,18.4,24,5.92,23.3
Kern,-118.73,35.35,306,2024,220.47,13.5,19.5,25.4,6.49,26.79
,,,,,,,,,,
Colusa,-122.24,39.18,41,2000,427.23,8.9,16.2,23.4,1.2,20.17
Colusa,-122.24,39.18,41,2001,559.01,9.4,16.8,24.2,1.63,22.48
Colusa,-122.24,39.18,41,2002,348.77,8.8,16.5,24.1,1.7,21.97
Colusa,-122.24,39.18,41,2003,485.93,9.5,16.6,23.8,1.5,21.45
Colusa,-122.24,39.18,41,2004,455.21,9.5,16.7,24,1.6,21.76
Colusa,-122.24,39.18,41,2005,542.56,9.4,16.6,23.8,1.53,21.74
Colusa,-122.24,39.18,41,2006,465.25,9.3,16.5,23.7,1.74,22.75
Colusa,-122.24,39.18,41,2007,246.58,8.7,16.6,24.5,1.92,24.11
Colusa,-122.24,39.18,41,2008,355.61,8.7,16.5,24.2,2.33,24.27
Colusa,-122.24,39.18,41,2009,288.64,8.8,16.5,24.2,1.86,23.8
Colusa,-122.24,39.18,41,2010,573.96,9.2,16.1,22.9,1.61,20.3
Colusa,-122.24,39.18,41,2011,389.25,8.6,15.8,22.9,1.64,20.62
Colusa,-122.24,39.18,41,2012,537.75,9.1,16.8,24.4,2.18,23.93
Colusa,-122.24,39.18,41,2013,163.34,8.5,16.7,24.8,2.21,24.45
Colusa,-122.24,39.18,41,2014,472.03,10.3,18,25.8,2.09,25.72
Colusa,-122.24,39.18,41,2015,213.76,9.9,17.7,25.5,2.31,25.27
Colusa,-122.24,39.18,41,2016,416.36,10,17.2,24.5,1.8,22.87
Colusa,-122.24,39.18,41,2017,493.05,10,17.3,24.6,2.44,23.55
Colusa,-122.24,39.18,41,2018,311.33,9.1,16.8,24.5,1.73,22.03
Colusa,-122.24,39.18,41,2019,576.6,9.5,16.6,23.7,1.48,20.68
Colusa,-122.24,39.18,41,2020,111.67,9.5,17.4,25.4,2.1,24.86
Colusa,-122.24,39.18,41,2021,353.18,9.5,17.2,24.9,2.23,24.54
Colusa,-122.24,39.18,41,2022,229.54,8.7,17.3,25.9,2.62,28.52
Colusa,-122.24,39.18,41,2023,540.17,9.5,16.4,23.3,1.41,19.38
Colusa,-122.24,39.18,41,2024,610.56,10.6,17.4,24.2,2.33,22.33
,,,,,,,,,,
Del Norte,-124,41.76,338,2000,2159.31,6.5,12.5,18.5,0.56,11.41
Del Norte,-124,41.76,338,2001,1815.78,6.1,12.4,18.6,0.52,12.15
Del Norte,-124,41.76,338,2002,2161.78,6.3,12.9,19.5,0.91,14.01
Del Norte,-124,41.76,338,2003,2444.69,6.8,13,19.1,1,13.6
Del Norte,-124,41.76,338,2004,2042.41,6.9,13.2,19.4,0.65,12.89
Del Norte,-124,41.76,338,2005,2523.26,6.8,13,19.2,0.68,12.89
Del Norte,-124,41.76,338,2006,2879.59,6.6,12.7,18.9,0.87,13.55
Del Norte,-124,41.76,338,2007,1990.04,6,12,18.1,0.56,11.95
Del Norte,-124,41.76,338,2008,2152.85,5.7,12,18.3,0.96,13.56
Del Norte,-124,41.76,338,2009,1740.87,6.2,12.7,19.1,0.85,14.12
Del Norte,-124,41.76,338,2010,3234.41,6.4,12.2,17.9,0.54,11.35
Del Norte,-124,41.76,338,2011,2217.95,5.9,11.9,18,0.65,12.01
Del Norte,-124,41.76,338,2012,3338.71,6.1,12.1,18.1,0.52,11.69
